pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
ST,2025-06-25,81.7,3.16,5.31,"Schwarber, Kyle",656941,676467,,foul,,,,,3,Foul,R,L,L,HOU,PHI,S,,,1,0,2025,-0.9,0.6,0.4867243795686640,2.7886765986713500,,,,1,1,Top,,,,,,,-4.305188662624110,-118.84749429108500,-0.18412929751841400,-7.56959344189266,25.220298325399200,-26.699102998685200,3.34,1.53,150,75.2,73,81.9,2648,6.7,777366,605170,572233,514888,670623,665161,666211,676694,701358,53.8,,,,,,,,2,2,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,284,0.003,-0.049,78.4,7.7,,0.049,88.0,0,0,0.52,0.48,26,32,27,32,1,0,6,1,6,1,2.84,-0.9,-0.9,25.1,18.733682717378900,-14.280433014044800,31.44508790347870,28.932788545546500,39.2466083873946
FF,2025-06-25,92.8,2.74,5.78,"Schwarber, Kyle",656941,676467,,ball,,,,,12,Ball,R,L,L,HOU,PHI,B,,,0,0,2025,1.05,1.39,0.38613412426446300,4.326357836740870,,,,1,1,Top,,,,,,,-8.37819956760792,-134.75936737169800,-0.8924944389216460,14.728893812005100,33.11861040910070,-15.370308017113200,3.32,1.45,,,,92.8,2150,6.7,777366,605170,572233,514888,670623,665161,666211,676694,701358,53.82,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,140,-0.002,0.039,,,,-0.039,,0,0,0.522,0.478,26,32,27,32,1,0,6,1,6,1,1.29,1.05,1.05,34.1,,,,,
SL,2025-06-25,82,3.34,5.94,"Schwarber, Kyle",656941,595345,strikeout,called_strike,,,,,8,Kyle Schwarber called out on strikes.,R,L,L,HOU,PHI,S,2,,1,2,2025,-0.89,0.36,0.05580380997251010,1.6093507490518800,,,,0,6,Top,,,,,,,-5.682207746041210,-119.26466746482300,-3.888714871506820,-7.35662783980476,23.881099587557200,-28.143281759143000,3.31,1.45,,,,81.5,2516,6.1,777366,605170,572233,514888,670623,665161,666211,676694,701358,54.43,,0,0,1,0,0,,39,4,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,285,0.027,-0.189,,,,0.189,,1,-1,0.669,0.33100000000000000,33,32,34,32,1,2,6,1,2,1,3.04,-0.89,-0.89,35.2,,,,,
SL,2025-06-25,82.1,3.53,5.87,"Schwarber, Kyle",656941,595345,,called_strike,,,,,4,Called Strike,R,L,L,HOU,PHI,S,,,1,1,2025,-0.69,0.47,-0.3046420670565680,2.28221773625317,,,,0,6,Top,,,,,,,-7.323420525454850,-119.38263886224000,-2.476715888868150,-5.178093407552650,23.162245477795700,-27.387818450635700,3.24,1.41,,,,81.8,2434,6.1,777366,605170,572233,514888,670623,665161,666211,676694,701358,54.37,,,,,,,,39,3,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,276,0.007,-0.061,,,,0.061,,1,-1,0.662,0.33800000000000000,33,32,34,32,1,2,6,1,2,1,2.92,-0.69,-0.69,35.1,,,,,
SL,2025-06-25,81.2,3.27,5.92,"Schwarber, Kyle",656941,595345,,ball,,,,,13,Ball,R,L,L,HOU,PHI,B,,,0,1,2025,-0.92,0.09,-1.3818936859914100,1.1123898658736000,,,,0,6,Top,,,,,,,-8.604298844632780,-117.92569542450300,-4.21942822854697,-6.760047008413980,24.690120577743700,-30.64122923830230,3.31,1.42,,,,80.5,2474,6.1,777366,605170,572233,514888,670623,665161,666211,676694,701358,54.38,,,,,,,,39,2,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,286,-0.003,0.031,,,,-0.031,,1,-1,0.665,0.33500000000000000,33,32,34,32,1,2,6,1,2,1,3.41,-0.92,-0.92,35.6,,,,,
SL,2025-06-25,81.7,3.36,5.88,"Schwarber, Kyle",656941,595345,,swinging_strike,,,,,7,Swinging Strike,R,L,L,HOU,PHI,S,,,0,0,2025,0.09,0.99,-0.4255872211078670,1.4410393813383100,,,,0,6,Top,,,,,,,-8.655691500784750,-118.49691617027400,-5.2109630050779100,2.6455123300027300,25.132388363199500,-21.993191986828500,3.34,1.53,,,,81.1,2236,6.3,777366,605170,572233,514888,670623,665161,666211,676694,701358,54.21,,,,,,,,39,1,Slider,1,0,0,1,0,1,0,1,Infield shade,Standard,261,0.005,-0.039,73.7,9.1,,0.039,,1,-1,0.66,0.34000000000000000,33,32,34,32,1,2,6,1,2,1,2.48,0.09,0.09,34.7,32.01252028395150,-60.244233661757200,32.075155720282900,37.1719241003231,68.98796540482700
CU,2025-06-24,80.4,0.34,6.01,"Schwarber, Kyle",656941,664285,field_out,hit_into_play,,,,,13,"Kyle Schwarber grounds out, second baseman Mauricio Dubón to first baseman Christian Walker.",R,L,L,HOU,PHI,X,4,ground_ball,1,2,2025,-1.32,-1.36,-0.56941273218505,1.1612600401237100,,,607208,2,7,Top,155.85,151.6,,,,,0.4992258279860650,-116.9171859886750,-1.2790785863242900,-11.980882943715300,28.372496465411100,-44.328506446519700,3.34,1.53,91,77.1,8,78.6,3143,5.7,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.76,0.291,0.255,0,1,0,0,2,49,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,317,0.031,-0.183,69.8,8.1,0.303,0.183,88.0,0,0,0.557,0.44300000000000000,31,32,32,32,4,3,6,2,5,1,4.97,-1.32,-1.32,42.1,20.520287900231500,-9.841088741456630,33.55244628602760,41.856801544297100,38.51558482155000
CU,2025-06-24,80.2,0.69,5.95,"Schwarber, Kyle",656941,664285,,called_strike,,,,,9,Called Strike,R,L,L,HOU,PHI,S,,,1,1,2025,-1.15,-1.33,0.28334126727329000,1.9301079096328100,,,607208,2,7,Top,,,,,,,1.2684665183780800,-116.64626836238700,0.4821019287796790,-10.584524076683800,27.334898390264700,-44.428065970260600,3.22,1.37,,,,79,3114,6,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.48,,,,,,,,49,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,315,0.008,-0.073,,,,0.073,,0,0,0.549,0.45100000000000000,31,32,32,32,4,3,6,2,5,1,4.95,-1.15,-1.15,40.1,,,,,
SI,2025-06-24,96.7,0.47,6.19,"Schwarber, Kyle",656941,664285,,foul,,,,,3,Foul,R,L,L,HOU,PHI,S,,,1,0,2025,1.5,0.77,0.6434789741845200,2.8038303587366100,,,607208,2,7,Top,,,,,,,-2.9194932890068800,-140.6178938846050,-5.068457542748910,20.37150336584370,38.5328583724524,-21.00344389753380,3.34,1.53,363,113.3,24,95,2326,5.8,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.67,,,,,,,,49,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,142,0.006,-0.05,85.5,8.0,,0.05,113.3,0,0,0.543,0.45700000000000000,31,32,32,32,4,3,6,2,5,1,1.72,1.5,1.5,42.8,20.349910396240600,-22.41242772442210,32.84746104466010,29.007375356998400,36.42528933864250
CU,2025-06-24,80.6,0.73,5.98,"Schwarber, Kyle",656941,664285,,blocked_ball,,,,,13,Ball In Dirt,R,L,L,HOU,PHI,B,,,0,0,2025,-1.21,-1.18,-1.6353529239727000,0.617174336556138,,,607208,2,7,Top,,,,,,,-2.9368888445405300,-117.28913780255500,-2.8632046921530900,-10.32971386601670,27.167811826580300,-42.4594989084979,3.33,1.51,,,,79.5,3042,6.1,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.43,,,,,,,,49,1,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,318,-0.004,0.035,,,,-0.035,,0,0,0.547,0.45300000000000000,31,32,32,32,4,3,6,2,5,1,4.75,-1.21,-1.21,41.2,,,,,
SI,2025-06-24,94.8,0.74,5.99,"Schwarber, Kyle",656941,664285,field_out,hit_into_play,,,,,12,Kyle Schwarber pops out to second baseman Mauricio Dubón.,R,L,L,HOU,PHI,X,4,popup,1,0,2025,1.52,0.33,0.7638860371021660,3.5956173214141400,,,,1,5,Top,146.56,147.95,,,,,-3.315911832257360,-137.81501557561300,-1.2107131057222900,20.019852768295600,36.89266636895820,-27.934717270452300,3.34,1.53,142,59.6,56,93.2,2300,5.9,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.62,0.008,0.007,0,1,0,0,3,32,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,137,0.025,-0.293,72.4,6.7,0.008,0.293,88.0,0,0,0.527,0.473,31,32,32,32,3,2,6,2,5,1,2.25,1.52,1.52,37.3,17.705127004527000,10.101664840029000,25.74373725336840,25.475159287838300,24.96572075901620
CU,2025-06-24,78.6,0.91,5.89,"Schwarber, Kyle",656941,664285,,ball,,,,,13,Ball,R,L,L,HOU,PHI,B,,,0,0,2025,-1.09,-1.39,-0.05170132802375640,0.8892044394364220,,,,1,5,Top,,,,,,,-0.06684414838578520,-114.26265555844000,-1.2486423607738500,-9.343651125983370,26.386025076656300,-44.066489308200900,3.33,1.42,,,,77.2,2908,5.9,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.59,,,,,,,,32,1,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,315,-0.003,0.039,,,,-0.039,,0,0,0.53,0.47,31,32,32,32,3,2,6,2,5,1,5.16,-1.09,-1.09,39.3,,,,,
CU,2025-06-24,79,0.75,5.89,"Schwarber, Kyle",656941,664285,walk,ball,,,,,13,Kyle Schwarber walks.,R,L,L,HOU,PHI,B,,,3,1,2025,-1.12,-1.21,-0.32699030356219500,0.9036706658245030,,,,0,3,Top,,,,,,,-0.25192190712757900,-114.95862237181100,-1.6792218965454600,-9.741595479827650,25.164157941050300,-42.618180785098,3.41,1.54,,,,78.1,2851,6.1,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.43,,0.691497,0.7,1,0,0,,17,5,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,318,-0.025,0.262,,,,-0.262,,0,0,0.484,0.516,31,32,32,32,2,1,6,2,5,1,4.91,-1.12,-1.12,39.9,,,,,
SI,2025-06-24,95.7,0.54,6.05,"Schwarber, Kyle",656941,664285,,ball,,,,,13,Ball,R,L,L,HOU,PHI,B,,,2,1,2025,1.44,0.14,-0.21808386910778000,1.4660503352292900,,,,0,3,Top,,,,,,,-5.209849489872580,-139.10934571254800,-6.645701660217620,19.834466737375700,35.470177966619600,-28.902680788531100,3.39,1.63,,,,94.3,2243,5.8,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.67,,,,,,,,17,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,138,-0.012,0.134,,,,-0.134,,0,0,0.496,0.504,31,32,32,32,2,1,6,2,5,1,2.38,1.44,1.44,39.0,,,,,
CH,2025-06-24,92.3,0.42,6.2,"Schwarber, Kyle",656941,664285,,ball,,,,,13,Ball,R,L,L,HOU,PHI,B,,,1,1,2025,1.45,0.1,-0.8050249269860210,0.7032848748257510,,,,0,3,Top,,,,,,,-6.212492809509660,-133.97782113144700,-8.250091583474350,18.768074530350000,31.287933461089300,-29.25624941022010,3.41,1.44,,,,91.3,1840,6,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.47,,,,,,,,17,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,129,-0.005,0.055,,,,-0.055,,0,0,0.501,0.499,31,32,32,32,2,1,6,2,5,1,2.61,1.45,1.45,43.9,,,,,
CU,2025-06-24,78.7,0.81,6.03,"Schwarber, Kyle",656941,664285,,ball,,,,,13,Ball,R,L,L,HOU,PHI,B,,,0,1,2025,-1.16,-1.33,-0.6873760528184650,1.2116600013890000,,,,0,3,Top,,,,,,,-1.0785085572064100,-114.41050831226000,-0.9798285014810660,-9.740899763425980,26.116077801015200,-43.728906481525300,3.38,1.41,,,,77.3,2884,5.9,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.59,,,,,,,,17,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,324,-0.003,0.031,,,,-0.031,,0,0,0.504,0.496,31,32,32,32,2,1,6,2,5,1,5.1,-1.16,-1.16,44.3,,,,,
CU,2025-06-24,77.9,0.86,6.01,"Schwarber, Kyle",656941,664285,,called_strike,,,,,7,Called Strike,R,L,L,HOU,PHI,S,,,0,0,2025,-1.28,-1.23,-0.4949264712209420,1.7936312411187100,,,,0,3,Top,,,,,,,-0.5666915365498400,-113.27465166954300,0.255348608410803,-10.690267865861700,24.934279944446900,-42.87838599725370,3.41,1.51,,,,77.1,2876,6.3,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.25,,,,,,,,17,1,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,317,0.004,-0.039,,,,0.039,,0,0,0.5,0.5,31,32,32,32,2,1,6,2,5,1,5.05,-1.28,-1.28,38.9,,,,,
SI,2025-06-24,96,0.61,6.3,"Schwarber, Kyle",656941,664285,strikeout,called_strike,,,,,7,Kyle Schwarber called out on strikes.,R,L,L,HOU,PHI,S,2,,3,2,2025,1.46,0.45,-0.5139638220128700,1.5421726195327500,,,,1,1,Top,,,,,,,-6.193348211897420,-139.22650808002800,-7.70546607926242,20.341006552095500,41.428822834471,-24.42478809116420,3.53,1.5,,,,93.6,2247,5.8,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.69,,0,0,1,0,0,,2,6,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,136,0.02,-0.332,,,,0.332,,0,0,0.518,0.482,31,32,32,32,1,0,6,2,5,1,2.11,1.46,1.46,49.8,,,,,
SI,2025-06-24,95.3,0.61,6.33,"Schwarber, Kyle",656941,664285,,foul,,,,,2,Foul,R,L,L,HOU,PHI,S,,,3,1,2025,1.24,0.28,-0.12632746656222000,2.8259114222007400,,,,1,1,Top,,,,,,,-4.6770549567241300,-138.57476042918300,-4.05296808574944,17.017040807371900,35.589105156726500,-27.847306281032100,3.34,1.53,207,76.6,38,93.6,2184,5.7,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.8,,,,,,,,2,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,142,0.006,-0.087,76.8,6.9,,0.087,88.0,0,0,0.512,0.488,31,32,32,32,1,0,6,2,5,1,2.27,1.24,1.24,44.3,7.15455190743445,18.535477951279700,29.132517013482100,37.76472443842720,23.720986395041700
CU,2025-06-24,77,1.01,6.09,"Schwarber, Kyle",656941,664285,,ball,,,,,14,Ball,R,L,L,HOU,PHI,B,,,2,1,2025,-1.36,-1.13,1.2286487238171000,2.3193956797435600,,,,1,1,Top,,,,,,,2.9109707723894900,-111.98467251454400,1.1797399032851400,-11.871486745420500,25.103426852237600,-42.05306052970140,3.27,1.5,,,,75.6,2923,5.8,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.66,,,,,,,,2,4,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,317,-0.008,0.121,,,,-0.121,,0,0,0.52,0.48,31,32,32,32,1,0,6,2,5,1,5.06,-1.36,-1.36,43.9,,,,,
CU,2025-06-24,78.1,1,6.04,"Schwarber, Kyle",656941,664285,,ball,,,,,14,Ball,R,L,L,HOU,PHI,B,,,1,1,2025,-1.26,-1.29,1.174895823361600,1.194912845396350,,,,1,1,Top,,,,,,,2.6876645048379400,-113.51291267375400,-0.98784954399305,-11.329895244393400,25.832746820964700,-43.1710098127856,3.34,1.57,,,,76.8,2899,6,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.5,,,,,,,,2,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,319,-0.003,0.055,,,,-0.055,,0,0,0.523,0.477,31,32,32,32,1,0,6,2,5,1,5.11,-1.26,-1.26,39.5,,,,,
SI,2025-06-24,94.6,0.57,6.28,"Schwarber, Kyle",656941,664285,,called_strike,,,,,1,Called Strike,R,L,L,HOU,PHI,S,,,1,0,2025,1.5,0.29,-0.600404634535469,3.277361258661770,,,,1,1,Top,,,,,,,-6.362679995864350,-137.47047878571300,-2.6559233675600700,20.450494475139900,36.04859972482220,-28.138977871147800,3.37,1.41,,,,93.2,2103,6,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.53,,,,,,,,2,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,149,0.003,-0.049,,,,0.049,,0,0,0.52,0.48,31,32,32,32,1,0,6,2,5,1,2.31,1.5,1.5,51.1,,,,,
CU,2025-06-24,78.4,0.85,6.11,"Schwarber, Kyle",656941,664285,,ball,,,,,13,Ball,R,L,L,HOU,PHI,B,,,0,0,2025,-1.22,-1.26,-0.4586064288441440,0.6927977111265250,,,,1,1,Top,,,,,,,-0.5648057802355210,-113.97171950718400,-2.261457129435790,-10.207661558293300,27.763594378021300,-42.61970050010700,3.34,1.44,,,,76.2,2914,5.5,777377,673237,572233,643289,670623,665161,669450,676694,701358,54.96,,,,,,,,2,1,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,321,-0.002,0.039,,,,-0.039,,0,0,0.522,0.478,31,32,32,32,1,0,6,2,5,1,5.08,-1.22,-1.22,42.2,,,,,
CU,2025-06-22,76.4,2.17,6.26,"Schwarber, Kyle",656941,656849,field_out,hit_into_play,,,,,3,Kyle Schwarber flies out to first baseman Pete Alonso in foul territory.,R,L,L,PHI,NYM,X,3,fly_ball,1,0,2025,-0.29,-0.49,0.49178034766327800,2.949322198696760,,679032,607208,2,4,Bot,179.76,171.3,,,,,-3.043254107744090,-111.21832182426100,0.9666198682474640,-1.8850438010301600,20.228685079070800,-36.6132052139369,3.34,1.52,185,96.5,65,77.4,2245,7,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.51,0.01,0.009,0,1,0,0,3,35,2,Curveball,5,0,5,0,0,5,5,0,Infield shade,Standard,325,-0.009,-0.305,78.4,7.6,0.011,0.305,96.5,5,5,0.945,0.945,29,32,30,32,3,2,5,1,5,2,4.39,-0.29,-0.29,44.1,17.008235708247900,-20.0033636697143,30.30874684431040,29.080498334987100,40.696866273104500
SI,2025-06-22,89.1,2.2,6.3,"Schwarber, Kyle",656941,656849,,ball,,,,,13,Ball,R,L,L,PHI,NYM,B,,,0,0,2025,0.72,0.39,-1.0047492318105600,1.4867737681683100,,679032,607208,2,4,Bot,,,,,,,-9.559143914749110,-129.40263116383900,-6.776496176021730,9.972663130901970,24.662697142737600,-26.579340385499500,3.45,1.57,,,,91.1,1750,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.11,,,,,,,,35,1,Sinker,5,0,5,0,0,5,5,0,Infield shade,Standard,151,0,0.024,,,,-0.024,,5,5,0.945,0.945,29,32,30,32,3,2,5,1,5,2,2.47,0.72,0.72,40.4,,,,,
SL,2025-06-22,85.2,2.44,6.14,"Schwarber, Kyle",656941,656849,home_run,hit_into_play,,,,,5,Kyle Schwarber homers (24) on a fly ball to center field.,R,L,L,PHI,NYM,X,,fly_ball,1,2,2025,-0.36,0.01,0.028371710187908200,2.6748806727088900,,,,0,4,Bot,142.48,24.95,,,,,-5.0453184877438000,-124.09724281024700,-1.9469995943889700,-2.7832223700875500,22.73699463450820,-31.864521904773100,3.34,1.52,432,107,33,87.3,2257,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.1,0.80575,2,2,1,0,3,6,26,4,Slider,0,0,0,0,0,1,1,0,Infield shade,Standard,248,0.132,1.184,78.9,7.3,3.1997500000000000,-1.184,107.0,0,0,0.553,0.553,29,32,30,32,2,1,5,1,5,2,3.1,-0.36,-0.36,36.6,14.476468658704900,-0.669851229752344,30.720794278986000,34.24913522212060,32.136793364408900
SL,2025-06-22,83.4,2.45,6.06,"Schwarber, Kyle",656941,656849,,called_strike,,,,,3,Called Strike,R,L,L,PHI,NYM,S,,,1,1,2025,-0.3,-0.03,0.436518640514222,3.234566661233760,,,,0,4,Bot,,,,,,,-4.13420404233921,-121.49078910769300,-0.018217786041042200,-2.2113037826330900,22.575060813076900,-32.64978364031570,3.41,1.49,,,,85.4,2099,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.12,,,,,,,,26,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,270,-0.006,-0.061,,,,0.061,,0,0,0.559,0.559,29,32,30,32,2,1,5,1,5,2,3.28,-0.3,-0.3,36.3,,,,,
SL,2025-06-22,84.2,2.36,6.17,"Schwarber, Kyle",656941,656849,,called_strike,,,,,11,Called Strike,R,L,L,PHI,NYM,S,,,1,0,2025,-0.26,0.16,-0.831137129104631,2.5575998534732200,,,,0,4,Bot,,,,,,,-7.021669929405190,-122.56858914039800,-2.403791293196010,-1.3535299208645000,22.05630537360550,-30.34187567069360,3.46,1.58,,,,86.1,2193,7.3,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.22,,,,,,,,26,2,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,242,-0.005,-0.05,,,,0.05,,0,0,0.564,0.564,29,32,30,32,2,1,5,1,5,2,3.03,-0.26,-0.26,39.7,,,,,
SL,2025-06-22,83.3,2.43,6.19,"Schwarber, Kyle",656941,656849,,ball,,,,,1,Ball,R,L,L,PHI,NYM,B,,,0,0,2025,-0.22,0.13,-0.39287314322550900,3.4485867225561500,,,,0,4,Bot,,,,,,,-6.172420557207700,-121.2582471632990,-0.14106922822972900,-1.1293758955821500,21.532477184112800,-31.09342350787250,3.35,1.45,,,,85.3,2136,7.3,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.17,,,,,,,,26,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,240,0.004,0.041,,,,-0.041,,0,0,0.56,0.56,29,32,30,32,2,1,5,1,5,2,3.13,-0.22,-0.22,39.0,,,,,
SL,2025-06-22,86.5,2.3,6.23,"Schwarber, Kyle",656941,656849,strikeout,swinging_strike,,,,,13,Kyle Schwarber strikes out swinging.,R,L,L,PHI,NYM,S,2,,3,2,2025,-0.09,0.03,-1.2891778569330300,1.6233660373529700,,,,1,1,Bot,,,,,,,-8.544236827961130,-125.7372757986770,-4.912545820146300,0.7990350123136920,25.475089347626200,-31.074304417938300,3.34,1.52,,,,88.2,2264,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.06,,0,0,1,0,0,,6,6,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,312,-0.02,-0.332,59.5,8.5,,0.332,,0,0,0.53,0.53,29,32,30,32,1,0,5,1,5,2,3.03,-0.09,-0.09,37.6,26.262373171858500,-29.014592392935300,31.4878910161451,49.2733361370694,48.56477906587090
SI,2025-06-22,91.9,2.15,6.3,"Schwarber, Kyle",656941,656849,,ball,,,,,13,Ball,R,L,L,PHI,NYM,B,,,2,2,2025,1.04,0.63,-2.101952952253080,0.6064284206610850,,,,1,1,Bot,,,,,,,-13.246395188669100,-132.96476408669700,-10.071074837865700,15.128171619120300,27.464380938725100,-22.62220041925050,3.31,1.51,,,,93.4,2092,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.09,,,,,,,,6,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,151,0.006,0.104,,,,-0.104,,0,0,0.524,0.524,29,32,30,32,1,0,5,1,5,2,2.1,1.04,1.04,43.2,,,,,
FF,2025-06-22,96.1,-2.07,5.54,"Schwarber, Kyle",656941,676604,single,hit_into_play,,,,,4,Kyle Schwarber singles on a line drive to right fielder Juan Soto. Trea Turner to 3rd.,R,L,R,PHI,NYM,X,9,line_drive,0,0,2025,-0.69,1.44,-0.3353877417996330,2.2189908873483500,,,607208,0,7,Bot,198.7,109.69,,,,,6.139983943574720,-139.64158791666800,-6.4115600196982000,-10.437954974690800,32.80593266070000,-12.077479566478600,3.34,1.52,187,92.7,12,95.6,2326,6.2,777405,620443,624413,682668,677595,596019,607043,621438,665742,54.33,0.914,0.868,0.9,1,1,0,4,54,1,4-Seam Fastball,5,0,5,0,0,5,5,0,Infield shade,Standard,222,0.005,0.469,79.9,7.6,1.052,-0.469,92.7,5,5,0.988,0.988,30,32,30,32,1,3,,1,48,2,1.04,0.69,-0.69,39.0,15.225834888435100,-7.0981505132605900,32.47436351277510,37.545445463839700,36.48536380860890
SL,2025-06-22,86.3,2.27,6.21,"Schwarber, Kyle",656941,656849,,ball,,,,,13,Ball,R,L,L,PHI,NYM,B,,,1,2,2025,-0.26,0.04,-1.8343636492979100,1.9236861186468300,,,,1,1,Bot,,,,,,,-9.413018891737,-125.42966348653300,-4.127393649724590,-0.8768340364354860,25.18062780757410,-31.056927065040200,3.28,1.51,,,,88.1,2314,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.05,,,,,,,,6,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,302,0.002,0.048,,,,-0.048,,0,0,0.522,0.522,29,32,30,32,1,0,5,1,5,2,3.02,-0.26,-0.26,38.0,,,,,
FF,2025-06-22,94.1,2.11,6.32,"Schwarber, Kyle",656941,656849,,ball,,,,,11,Ball,R,L,L,PHI,NYM,B,,,0,2,2025,0.45,1.13,-1.1664776991054600,3.969840367553700,,,,1,1,Bot,,,,,,,-9.695339094846400,-136.75638128785200,-2.9520802107051300,7.731019968415260,28.697336754364800,-17.473584511064400,3.3,1.46,,,,96.2,2198,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.06,,,,,,,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,143,0.002,0.017,,,,-0.017,,0,0,0.52,0.52,29,32,30,32,1,0,5,1,5,2,1.44,0.45,0.45,38.9,,,,,
SI,2025-06-22,92.6,2,6.33,"Schwarber, Kyle",656941,656849,,called_strike,,,,,7,Called Strike,R,L,L,PHI,NYM,S,,,0,1,2025,1.3,0.6,-0.310660737954076,1.5885104148350800,,,,1,1,Bot,,,,,,,-8.933993663528060,-134.35119926036800,-7.6904638524390200,17.765638761574600,31.73551994702830,-23.24263145656930,3.28,1.49,,,,94.1,1965,7.5,777405,620443,624413,682668,677595,596019,607043,621438,665742,52.95,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,151,-0.004,-0.052,,,,0.052,,0,0,0.524,0.524,29,32,30,32,1,0,5,1,5,2,2.09,1.3,1.3,41.8,,,,,
